==> Resuming from checkpoint..
max :  tensor(15.99, device='cuda:0', grad_fn=<MaxBackward1>) , min :  tensor(-12.28, device='cuda:0', grad_fn=<MinBackward1>)
max :  tensor(30.38, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-29.79, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(3.16, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-4.17, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(7.54, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-4.94, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(39.38, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-38.06, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(5.27, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-8.06, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(21.24, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-19.96, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(16.05, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-15.48, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(2.56, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-3.59, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(7.97, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-9.90, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(17.74, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-14.78, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(2.11, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-2.28, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(4.59, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-5.81, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(18.06, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-24.34, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(2.12, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-2.03, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(3.69, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-5.14, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(27.72, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-28.09, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(4.12, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-5.75, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(16.43, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-17.01, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(14.24, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-16.49, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(2.85, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-2.91, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(5.36, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-5.08, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(17.76, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-17.99, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(2.56, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-2.14, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(4.82, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-4.06, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(29.12, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-24.51, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(2.42, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-4.10, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(10.07, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-11.81, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(14.83, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-14.23, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(2.03, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-3.14, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(4.85, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-4.69, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(17.96, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-13.20, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(2.62, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-2.61, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(3.79, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-4.18, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(23.70, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-31.30, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(1.84, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-4.20, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(8.52, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-10.12, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(11.19, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-12.19, device='cuda:7', grad_fn=<MinBackward1>)
max :  tensor(28.08, device='cuda:7', grad_fn=<MaxBackward1>) , min :  tensor(-9.53, device='cuda:7', grad_fn=<MinBackward1>)
Test: [0/391]	Time 22.965 (22.965)	Loss 0.5047 (0.5047)	Prec@1 88.281 (88.281)	Prec@5 96.875 (96.875)
